Unnamed: 0;geometry;label;date;tile_number;id;location_id;image_dir;chemin_directory;date_satellites_S1;nouveau_chemin;latitude_centroid;longitude_centroid;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;pressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;sunrise;sunriseEpoch;sunset;sunsetEpoch;moonphase;conditions;description;icon;stations;source;timezone;folder
1286;[[[31.575614, -19.220605], [31.575214, -19.266862], [31.623924, -19.267236], [31.62431, -19.220977], [31.575614, -19.220605]]];1;17/04/2019;1;sen12floods_s1_labels_1_2019_04_17;1;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_1_2019_04_17;'1;20190417;['sen12flood\\1\\S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F_corrected_VH.tif', 'sen12flood\\1\\S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F_corrected_VV.tif'];-19.24392111064186;31.599765656632748;20.7;20.7;20.7;20.7;20.7;20.7;17.5;82.0;;0.0;0.0;;;;;0.3;133.0;;40.6;30.0;;;;06:04:17;1555473857;17:41:58;1555515718;0.43;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67875099999', '67899099999', '67871099999'];obs;Africa/Harare;1
1287;[[[48.795559, 31.62842], [48.796647, 31.58226], [48.85057, 31.583179], [48.849509, 31.629341], [48.795559, 31.62842]]];0;13/03/2019;35;sen12floods_s1_labels_35_2019_03_13;35;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_35_2019_03_13;'35;20190313;['sen12flood\\35\\S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8_corrected_VH.tif', 'sen12flood\\35\\S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8_corrected_VV.tif'];31.605801930749905;48.82307135495497;26.0;10.2;19.2;26.0;10.2;19.2;4.4;43.1;;0.0;0.0;;;;;7.6;208.3;1017.5;34.5;9.8;;;;06:27:56;1552445876;18:21:05;1552488665;0.23;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;35
1288;[[[32.629207, -20.150871], [32.629098, -20.197137], [32.678104, -20.197233], [32.678199, -20.150967], [32.629207, -20.150871]]];1;17/04/2019;-56;sen12floods_s1_labels_0200_2019_04_17;200;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0200_2019_04_17;'0200;20190417;['sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B_corrected_VH.tif', 'sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B_corrected_VV.tif'];-20.17405310158441;32.65365199515061;25.1;20.4;22.1;25.1;20.4;22.1;19.5;85.6;;0.0;0.0;;;;;20.5;119.3;;68.0;27.9;;;;06:00:49;1555473649;17:37:00;1555515420;0.43;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67983099999', '67299199999'];obs;Africa/Harare;200
1289;[[[32.89543, -19.687464], [32.8954, -19.733733], [32.944264, -19.733755], [32.94428, -19.687485], [32.89543, -19.687464]]];0;16/02/2019;-50;sen12floods_s1_labels_0206_2019_02_16;206;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0206_2019_02_16;'0206;20190216;['sen12flood\\0206\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VH.tif', 'sen12flood\\0206\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VV.tif'];-19.710610354956675;32.91984358690216;0.0;0.0;;0.0;0.0;;;;;;0.0;;;;;;;;;;;;;05:40:37;1550288437;18:23:56;1550334236;0.39;;;;;;Africa/Harare;206
1290;[[[32.525317, 0.350843], [32.525319, 0.304522], [32.57133, 0.304524], [32.571328, 0.350845], [32.525317, 0.350843]]];0;09/01/2019;79;sen12floods_s1_labels_0079_2019_01_09;79;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0079_2019_01_09;'0079;20190109;['sen12flood\\0079\\S1A_IW_GRDH_1SDV_20190109T033603_20190109T033628_025395_02D001_797B_corrected_VH.tif', 'sen12flood\\0079\\S1A_IW_GRDH_1SDV_20190109T033603_20190109T033628_025395_02D001_797B_corrected_VV.tif'];0.3276835;32.5483235;28.1;21.1;25.1;30.1;21.1;25.7;19.6;72.2;0.0;0.0;0.0;;;;;18.4;214.9;1015.6;37.1;10.1;;;;06:53:42;1547006022;18:59:50;1547049590;0.11;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['63682099999', '63705099999', 'HUEN', '63680099999'];obs;Africa/Kampala;79
1291;[[[48.686523, 31.672668], [48.687666, 31.626511], [48.741611, 31.627477], [48.740494, 31.673635], [48.686523, 31.672668]]];0;15/03/2019;0;sen12floods_s1_labels_0256_2019_03_15;256;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0256_2019_03_15;'0256;20190315;['sen12flood\\0256\\S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B_corrected_VH.tif', 'sen12flood\\0256\\S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B_corrected_VV.tif'];31.65007460530393;48.71407350662782;23.6;14.8;18.3;23.6;14.8;18.3;8.8;57.4;;0.0;0.0;;;;;14.6;298.8;1012.7;31.6;7.9;;;;06:25:53;1552618553;18:22:54;1552661574;0.3;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['40794099999', 'OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;256
1292;[[[146.754096, -19.138044], [146.754028, -19.184316], [146.802727, -19.184374], [146.802782, -19.138102], [146.754096, -19.138044]]];1;30/01/2019;42;sen12floods_s1_labels_0298_2019_01_30;298;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0298_2019_01_30;'0298;20190130;['sen12flood\\0298\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VH.tif', 'sen12flood\\0298\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VV.tif'];-19.16121002947768;146.7784082472738;27.0;24.7;26.1;31.2;24.7;26.9;25.4;95.8;127.466;100.0;12.5;['rain'];;;57.6;42.5;71.4;1006.3;63.4;6.4;;;;05:56:39;1548791799;18:55:16;1548838516;0.8;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['CBGR', 'YBTL', '94294099999', '95293099999'];obs;Australia/Brisbane;298
1293;[[[48.796647, 31.58226], [48.797732, 31.5361], [48.851629, 31.537017], [48.85057, 31.583179], [48.796647, 31.58226]]];0;08/03/2019;47;sen12floods_s1_labels_47_2019_03_08;47;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_47_2019_03_08;'47;20190308;['sen12flood\\47\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VH.tif', 'sen12flood\\47\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VV.tif', 'sen12flood\\47\\S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA_corrected_VH.tif', 'sen12flood\\47\\S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA_corrected_VV.tif'];31.55964086039018;48.82414460835255;19.9;11.0;15.3;19.9;11.0;15.3;7.0;59.7;;0.0;0.0;;;;;17.8;206.7;1014.0;43.3;9.5;;;;06:34:03;1552014243;18:17:33;1552056453;0.06;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;47
1294;[[[-1.595193, 6.777165], [-1.595327, 6.730863], [-1.549012, 6.730728], [-1.548874, 6.777029], [-1.595193, 6.777165]]];0;04/01/2019;98;sen12floods_s1_labels_0098_2019_01_04;98;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0098_2019_01_04;'0098;20190104;['sen12flood\\0098\\S1B_IW_GRDH_1SDV_20190104T181741_20190104T181806_014348_01AB27_32F7_corrected_VH.tif', 'sen12flood\\0098\\S1B_IW_GRDH_1SDV_20190104T181741_20190104T181806_014348_01AB27_32F7_corrected_VV.tif'];6.753946583704623;-1.5721015814055594;33.0;25.4;29.3;32.0;25.4;29.6;18.2;55.7;;0.0;0.0;;;;;11.2;312.2;1013.1;17.5;6.6;;;;06:18:51;1546582731;18:03:24;1546625004;0.95;Clear;Clear conditions throughout the day.;clear-day;['DGSI', '65442099999'];obs;Africa/Accra;98
1295;[[[32.84658, -19.687428], [32.846536, -19.733698], [32.8954, -19.733733], [32.89543, -19.687464], [32.84658, -19.687428]]];0;07/03/2019;-51;sen12floods_s1_labels_0205_2019_03_07;205;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0205_2019_03_07;'0205;20190307;['sen12flood\\0205\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VH.tif', 'sen12flood\\0205\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VV.tif'];-19.710581854750867;32.87098641022792;0.0;0.0;;0.0;0.0;;;;;;0.0;;;;;;;;;;;;;05:48:16;1551930496;18:10:39;1551975039;0.03;;;;;;Africa/Harare;205
1296;[[[146.705328, -19.184244], [146.705246, -19.230515], [146.753959, -19.230587], [146.754028, -19.184316], [146.705328, -19.184244]]];0;18/01/2019;48;sen12floods_s1_labels_0304_2019_01_18;304;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0304_2019_01_18;'0304;20190118;['sen12flood\\0304\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VH.tif', 'sen12flood\\0304\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VV.tif'];-19.207416529157804;146.72964024663503;30.8;24.9;27.9;35.2;24.9;30.6;22.7;73.4;1.874;100.0;8.33;['rain'];;;;35.3;93.1;1010.7;54.9;10.0;;;;05:49:15;1547754555;18:57:08;1547801828;0.4;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['CBGR', 'YBTL', '94294099999', '95293099999'];obs;Australia/Brisbane;304
1297;[[[32.557683, -25.909985], [32.55751, -25.956217], [32.60865, -25.956364], [32.608803, -25.910132], [32.557683, -25.909985]]];0;18/01/2019;125;sen12floods_s1_labels_0125_2019_01_18;125;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0125_2019_01_18;'0125;20190118;['sen12flood\\0125\\S1A_IW_GRDH_1SDV_20190118T031846_20190118T031913_025526_02D4AC_B87A_corrected_VH.tif', 'sen12flood\\0125\\S1A_IW_GRDH_1SDV_20190118T031846_20190118T031913_025526_02D4AC_B87A_corrected_VV.tif'];-25.933176006977767;32.58316148938749;33.0;24.9;28.7;38.1;24.9;31.7;23.6;75.3;0.0;0.0;0.0;;;;;22.3;154.9;1008.6;48.9;11.9;;;;05:13:46;1547781226;18:45:54;1547829954;0.41;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67341099999', 'FQMA'];obs;Africa/Maputo;125
1298;[[[146.656437, -19.276701], [146.65634, -19.322972], [146.70508, -19.323057], [146.705163, -19.276786], [146.656437, -19.276701]]];1;05/02/2019;51;sen12floods_s1_labels_51_2019_02_05;51;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_51_2019_02_05;'51;20190205;['sen12flood\\51\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\51\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif'];-19.29988010771896;146.68075499570224;29.0;23.9;26.0;35.6;23.9;27.3;24.7;93.1;32.282;100.0;12.5;['rain'];;;;31.7;108.8;1000.1;63.2;9.1;;;;06:00:17;1549310417;18:53:55;1549356835;0.0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['CBGR', 'YBTL', '94294099999', '95293099999'];obs;Australia/Brisbane;51
1299;[[[48.632554, 31.671677], [48.633724, 31.625523], [48.687666, 31.626511], [48.686523, 31.672668], [48.632554, 31.671677]]];0;25/02/2019;-1;sen12floods_s1_labels_0255_2019_02_25;255;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0255_2019_02_25;'0255;20190225;['sen12flood\\0255\\S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3_corrected_VH.tif', 'sen12flood\\0255\\S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3_corrected_VV.tif'];31.64909668367697;48.66011694556072;23.2;13.2;17.8;23.2;13.2;17.8;7.5;52.5;;0.0;0.0;;;;;16.0;304.6;1017.2;22.4;10.0;;;;06:47:28;1551064648;18:09:54;1551105594;0.69;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['40794099999', 'OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;255
1300;[[[36.749196, -1.288329], [36.749155, -1.334615], [36.795145, -1.334657], [36.795185, -1.28837], [36.749196, -1.288329]]];0;02/02/2019;49;sen12floods_s1_labels_49_2019_02_02;49;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_49_2019_02_02;'49;20190202;['sen12flood\\49\\S1A_IW_GRDH_1SDV_20190202T155600_20190202T155625_025752_02DD0C_8A1E_corrected_VH.tif', 'sen12flood\\49\\S1A_IW_GRDH_1SDV_20190202T155600_20190202T155625_025752_02DD0C_8A1E_corrected_VV.tif'];-1.311492834019468;36.77217033265039;29.0;14.0;21.6;27.4;14.0;21.3;5.6;42.7;0.0;0.0;0.0;;;;;36.6;50.3;1020.5;9.9;14.8;;;;06:41:30;1549078890;18:51:39;1549122699;0.91;Clear;Clear conditions throughout the day.;clear-day;['HKJK', '63741099999', 'HKNW', '63740099999', '63742099999'];obs;Africa/Nairobi;49
1301;[[[38.063308, -17.184806], [38.063075, -17.231082], [38.111229, -17.2313], [38.11145, -17.185024], [38.063308, -17.184806]]];0;25/02/2019;-86;sen12floods_s1_labels_0170_2019_02_25;170;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0170_2019_02_25;'0170;20190225;['sen12flood\\0170\\S1A_IW_GRDH_1SDV_20190225T025948_20190225T030013_026080_02E8A1_E9F4_corrected_VH.tif', 'sen12flood\\0170\\S1A_IW_GRDH_1SDV_20190225T025948_20190225T030013_026080_02E8A1_E9F4_corrected_VV.tif', 'sen12flood\\0170\\S1B_IW_GRDH_1SDV_20190225T155906_20190225T155935_015104_01C3BB_E9BE_corrected_VH.tif', 'sen12flood\\0170\\S1B_IW_GRDH_1SDV_20190225T155906_20190225T155935_015104_01C3BB_E9BE_corrected_VV.tif'];-17.208053961077205;38.08726549057472;0.0;0.0;;0.0;0.0;;;;;;0.0;;;;;;;;;;;;;05:25:41;1551065141;17:55:35;1551110135;0.69;;;;;;Africa/Maputo;170
1302;[[[32.846492, -19.779967], [32.846447, -19.826235], [32.89534, -19.826271], [32.89537, -19.780002], [32.846492, -19.779967]]];1;18/03/2019;-41;sen12floods_s1_labels_0215_2019_03_18;215;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0215_2019_03_18;'0215;20190318;['sen12flood\\0215\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VH.tif', 'sen12flood\\0215\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VV.tif'];-19.8031199332099;32.870912336128704;22.9;22.9;22.9;22.9;22.9;22.9;19.7;82.2;;0.0;0.0;;;;;5.4;130.0;;90.0;20.0;;;;05:51:32;1552881092;18:01:29;1552924889;0.41;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;['67983099999'];obs;Africa/Harare;215
1303;[[[146.704997, -19.369328], [146.704914, -19.415598], [146.753682, -19.415671], [146.753751, -19.3694], [146.704997, -19.369328]]];1;12/02/2019;76;sen12floods_s1_labels_0332_2019_02_12;332;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0332_2019_02_12;'0332;20190212;['sen12flood\\0332\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VH.tif', 'sen12flood\\0332\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VV.tif'];-19.39250035733344;146.7293360841719;37.0;23.8;30.3;35.8;23.8;32.1;20.5;63.4;0.0;0.0;0.0;;;;;20.5;269.7;1005.9;27.2;10.0;;;;06:03:39;1549915419;18:50:43;1549961443;0.24;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['95296099999', 'CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;332
1304;[[[-1.548874, 6.777029], [-1.549012, 6.730728], [-1.502698, 6.730588], [-1.502556, 6.776888], [-1.548874, 6.777029]]];0;29/12/2018;99;sen12floods_s1_labels_0099_2018_12_29;99;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0099_2018_12_29;'0099;20181229;['sen12flood\\0099\\S1A_IW_GRDH_1SDV_20181229T181825_20181229T181850_025244_02CA84_6502_corrected_VH.tif', 'sen12flood\\0099\\S1A_IW_GRDH_1SDV_20181229T181825_20181229T181850_025244_02CA84_6502_corrected_VV.tif'];6.753808583720421;-1.5257850813406435;28.1;28.1;28.1;30.5;30.5;30.5;21.6;67.8;;0.0;0.0;;;;;5.4;140.0;1012.8;0.0;3.0;;;;06:16:06;1546064166;18:00:08;1546106408;0.75;Clear;Clear conditions throughout the day.;clear-day;['65442099999'];obs;Africa/Accra;99
1305;[[[32.557683, -25.909985], [32.55751, -25.956217], [32.60865, -25.956364], [32.608803, -25.910132], [32.557683, -25.909985]]];0;19/12/2018;125;sen12floods_s1_labels_0125_2018_12_19;125;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0125_2018_12_19;'0125;20181219;['sen12flood\\0125\\S1B_IW_GRDH_1SDV_20181219T031815_20181219T031840_014105_01A339_D736_corrected_VH.tif', 'sen12flood\\0125\\S1B_IW_GRDH_1SDV_20181219T031815_20181219T031840_014105_01A339_D736_corrected_VV.tif'];-25.933176006977767;32.58316148938749;38.8;25.9;31.0;45.3;25.9;35.2;23.2;65.1;0.0;0.0;0.0;;;;;33.5;146.4;1007.5;39.4;12.2;;;;04:53:57;1545188037;18:39:28;1545237568;0.39;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67341099999', 'FQMA'];obs;Africa/Maputo;125
1306;[[[48.689945, 31.534197], [48.691081, 31.48804], [48.744947, 31.489], [48.743837, 31.53516], [48.689945, 31.534197]]];0;08/03/2019;18;sen12floods_s1_labels_0274_2019_03_08;274;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0274_2019_03_08;'0274;20190308;['sen12flood\\0274\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VH.tif', 'sen12flood\\0274\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VV.tif'];31.511601115001056;48.71745270130861;20.4;11.0;15.5;20.4;11.0;15.5;6.9;58.9;;0.0;0.0;;;;;18.1;206.9;1014.0;43.1;9.6;;;;06:34:27;1552014267;18:18:00;1552056480;0.06;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;274
1307;[[[32.797613, -19.779918], [32.797555, -19.826187], [32.846447, -19.826235], [32.846492, -19.779967], [32.797613, -19.779918]]];0;23/02/2019;-42;sen12floods_s1_labels_0214_2019_02_23;214;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0214_2019_02_23;'0214;20190223;['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif'];-19.80307777516157;32.82202665967658;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;05:44:00;1550893440;18:19:56;1550938796;0.63;;;;;comb;Africa/Harare;214
1308;[[[36.749275, -1.195757], [36.749236, -1.242043], [36.795224, -1.242082], [36.795262, -1.195795], [36.749275, -1.195757]]];0;28/12/2018;9;sen12floods_s1_labels_0009_2018_12_28;9;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0009_2018_12_28;'0009;20181228;['sen12flood\\0009\\S1A_IW_GRDH_1SDV_20181228T155601_20181228T155626_025227_02CA01_DD9E_corrected_VH.tif', 'sen12flood\\0009\\S1A_IW_GRDH_1SDV_20181228T155601_20181228T155626_025227_02CA01_DD9E_corrected_VV.tif'];-1.2189193340141098;36.77224933265582;26.0;16.5;20.9;26.0;16.5;20.9;13.4;65.2;0.0;0.0;0.0;;;;;25.2;55.9;1020.3;45.2;11.5;;;;06:28:39;1545967719;18:40:06;1546011606;0.7;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['HKJK', 'HKNW', '63740099999', '63742099999'];obs;Africa/Nairobi;9
1309;[[[31.511714, -19.334571], [31.511295, -19.380826], [31.560037, -19.381218], [31.560443, -19.334962], [31.511714, -19.334571]]];1;05/04/2019;-72;sen12floods_s1_labels_0184_2019_04_05;184;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0184_2019_04_05;'0184;20190405;['sen12flood\\0184\\S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7_corrected_VH.tif', 'sen12flood\\0184\\S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7_corrected_VV.tif'];-19.35789527946908;31.53587231945143;0.0;0.0;;0.0;0.0;;;;;;0.0;;;;;;;;;;;;;06:01:28;1554436888;17:51:33;1554479493;0.0;;;;;;Africa/Harare;184
1310;[[[32.622722, -19.901449], [32.622612, -19.947716], [32.671541, -19.947814], [32.671636, -19.901546], [32.622722, -19.901449]]];0;23/02/2019;21;sen12floods_s1_labels_21_2019_02_23;21;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_21_2019_02_23;'21;20190223;['sen12flood\\21\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\21\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif'];-19.92463243252702;32.647127832859624;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;05:44:36;1550893476;18:20:43;1550938843;0.63;;;;;comb;Africa/Harare;21
1311;[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]];0;12/03/2019;-68;sen12floods_s1_labels_0188_2019_03_12;188;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0188_2019_03_12;'0188;20190312;['sen12flood\\0188\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\0188\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif'];-19.924528603339084;32.59820599443613;25.2;20.1;22.7;25.2;20.1;22.7;15.9;66.3;;0.0;0.0;;;;;14.8;169.5;;31.8;28.3;;;;05:50:51;1552362651;18:07:42;1552406862;0.2;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67897099999', '67983099999', '67299199999'];obs;Africa/Harare;188
1312;[[[48.748582, 30.637319], [48.749651, 30.591154], [48.803016, 30.592066], [48.801973, 30.638233], [48.748582, 30.637319]]];0;14/04/2019;-10;sen12floods_s1_labels_0246_2019_04_14;246;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0246_2019_04_14;'0246;20190414;['sen12flood\\0246\\S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB_corrected_VH.tif', 'sen12flood\\0246\\S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB_corrected_VV.tif', 'sen12flood\\0246\\S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D_corrected_VH.tif', 'sen12flood\\0246\\S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D_corrected_VV.tif'];30.61469487904957;48.77580560687281;33.1;18.6;25.6;31.1;18.6;25.0;11.3;45.7;;0.0;0.0;;;;;24.9;304.6;1008.4;1.3;10.0;;;;06:49:11;1555208351;19:41:50;1555254710;0.32;Clear;Clear conditions throughout the day.;clear-day;['OIAM', 'OIAW', '40831099999', '40811099999', '40780199999', 'OIAA'];obs;Asia/Tehran;246
1313;[[[34.712523, -19.589079], [34.713013, -19.635328], [34.761825, -19.634857], [34.761321, -19.588609], [34.712523, -19.589079]]];1;14/03/2019;-116;sen12floods_s1_labels_0140_2019_03_14;140;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0140_2019_03_14;'0140;20190314;['sen12flood\\0140\\S1A_IW_GRDH_1SDV_20190314T030840_20190314T030905_026328_02F196_8079_corrected_VH.tif', 'sen12flood\\0140\\S1A_IW_GRDH_1SDV_20190314T030840_20190314T030905_026328_02F196_8079_corrected_VV.tif', 'sen12flood\\0140\\S1A_IW_GRDH_1SDV_20190314T030905_20190314T030930_026328_02F196_2EC3_corrected_VH.tif', 'sen12flood\\0140\\S1A_IW_GRDH_1SDV_20190314T030905_20190314T030930_026328_02F196_2EC3_corrected_VV.tif', 'sen12flood\\0140\\S1B_IW_GRDH_1SDV_20190314T160646_20190314T160711_015352_01CBEE_21E5_corrected_VH.tif', 'sen12flood\\0140\\S1B_IW_GRDH_1SDV_20190314T160646_20190314T160711_015352_01CBEE_21E5_corrected_VV.tif'];-19.611969357021703;34.73717043582545;28.0;24.9;25.9;31.9;24.9;26.9;23.6;87.7;10.0;100.0;8.33;['rain'];;;92.5;74.2;250.0;1005.4;77.1;7.3;;;;05:42:58;1552534978;17:57:24;1552579044;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;['FQBR', '67297099999'];obs;Africa/Maputo;140
